DATE,BAR NUMBER,DESCRIPTION
2016-1-15,55,"ioii, COL W 43 47, ok S for test 50 L, but still AIL so prob more SW"
2016-1-15,56,-
2016-1-15,57,-
2016-1-15,58,-
2016-1-15,59,-
2016-1-15,60,-
2016-1-15,61,-
2016-1-15,62,"DB 50, ok swing B"
2016-1-15,63,-
2016-1-15,64,-
2016-1-15,65,-
2016-1-15,66,-
2016-1-15,67,-
2016-1-15,68,"2LT, 2es, good SB, should test 53 H BOP since TRD"
2016-1-15,69,-
2016-1-15,70,-
2016-1-15,71,"BP B but big bar, BUBD, LPB"
2016-1-15,72,-
2016-1-15,73,-
2016-1-15,74,"LH but TTRNS, big bars, LOM"
2016-1-15,75,"LOM, wft"
2016-1-19,1,"G up, but f BO top of bull ch, HOY, and 60ma, AIS, but tail so prob limited down"
2016-1-19,2,"big bear FT, more down, maybe to HOY"
2016-1-19,3,-
2016-1-19,4,-
2016-1-19,5,"ORV just above MA, poss LOD, but 5 bar t1b bear, small body, not quite to MA, LPB. TR likely so should get at least 50% PB"
2016-1-19,6,-
2016-1-19,7,"weak bounce, SA"
2016-1-19,8,"bear flag but small body, big tails BB"
2016-1-19,9,-
2016-1-19,10,"6 bars up but no G yet so TR likely, but poss LOD"
2016-1-19,11,-
2016-1-19,12,"G, C above 11, TC, but weak rally. Poss MG, but PB more likely. AIL, but might get deep PB since weak rally, If get new HOD, might rally for MMU from LOD to OOD, and then test back down to OOD at end of day to create DD"
2016-1-19,13,"DT LH 1 at 60ma, L2 8, ok S for HOD, but TC, AIL, LP S. LOM, might get deep PB since TR"
2016-1-19,14,"bear BO, big bar, more down"
2016-1-19,15,-
2016-1-19,16,"BP B but SA, maybe to bottom of ch"
2016-1-19,17,-
2016-1-19,18,"H2 but 2 big bear bars, SA. TRD"
2016-1-19,19,-
2016-1-19,20,"BP S, MG 16 L, but TTRNS, bottom of TR, prob BB"
2016-1-19,21,-
2016-1-19,22,-
2016-1-19,23,"H2 5, test ch bottom and COY, MMT, but TC, doji"
2016-1-19,24,-
2016-1-19,25,-
2016-1-19,26,"LH at 60ma in broad bear ch, L2 25, ok swing S, but TR likely"
2016-1-19,27,-
2016-1-19,28,-
2016-1-19,29,-
2016-1-19,30,-
2016-1-19,31,-
2016-1-19,32,"cc big bear bars, COL, more down"
2016-1-19,33,-
2016-1-19,34,-
2016-1-19,35,-
2016-1-19,36,"W 5 23 but OU, prob SU, maybe Srs at MA instead of 60ma"
2016-1-19,37,-
2016-1-19,38,"LH at MA, ok swing S but prob BB"
2016-1-19,39,-
2016-1-19,40,-
2016-1-19,41,"f BO below W bottom. Prob will rally before end of day, but not clear bottom yet"
2016-1-19,42,-
2016-1-19,43,-
2016-1-19,44,"Tri 36 40, COH, but at MA in TTR so SA"
2016-1-19,45,"Tri 38 43, but TTRNS, prob BB"
2016-1-19,46,-
2016-1-19,47,"DT 38 at MA, good SB, ok S, but TTR late in bear so poss FF"
2016-1-19,48,-
2016-1-19,49,-
2016-1-19,50,-
2016-1-19,51,-
2016-1-19,52,-
2016-1-19,53,-
2016-1-19,54,"nested W, but might get bear BO"
2016-1-19,55,-
2016-1-19,56,"bear BO, more down"
2016-1-19,57,-
2016-1-19,58,-
2016-1-19,59,"SX, MDB, but 2 dojis, but bear BO, LPB, BB2. AIS bears prob exit"
2016-1-19,60,-
2016-1-19,61,-
2016-1-19,62,BP S but tail. Might get 2LD to Sept L or LOY
2016-1-19,63,-
2016-1-19,64,-
2016-1-19,65,"DB 59, 2LD, ok swing B for test 55 TTR"
2016-1-19,66,-
2016-1-19,67,-
2016-1-19,68,"DT 61 but AIL, BB"
2016-1-19,69,-
2016-1-19,70,-
2016-1-19,71,-
2016-1-19,72,-
2016-1-19,73,"W f BO DT 61 69, but doji, AIL, BB, might form TTR again"
2016-1-21,1,"BP B but middle of TTR, LP"
2016-1-21,2,"LH MTR but NEBM. Poss HOD, ok swing S for test 64 TTR"
2016-1-21,3,"cc bear bars, AIS"
2016-1-21,4,-
2016-1-21,5,"ORV at 15ma, MAG, but LPB, AIS. MAG so might lead to final rally before MTR attempt"
2016-1-21,6,-
2016-1-21,7,-
2016-1-21,8,-
2016-1-21,9,-
2016-1-21,10,"big bull bar, poss LOD, but need new HOD. TRD still most likely. Might have to get above HOY to see if BA or SA, since B SB on daily chart10 LH DT MTR, but 4 bull bars, BB, SS2. TRD so far"
2016-1-21,11,-
2016-1-21,12,"BP B, AIL, stop below 4"
2016-1-21,13,-
2016-1-21,14,"DT LH MTR, W 2 10, but TC, LPS. Poss HOD, but SW more likely than down"
2016-1-21,15,-
2016-1-21,16,"nested W 2 10 14, HH MTR, but TA, bull body, TC so TR more likely than bear. Ok swing S, but might stall around MA and 12 L"
2016-1-21,17,-
2016-1-21,18,-
2016-1-21,19,"DB 11 at MA and 60ma, test OOD, AIL, TGTA but TTRNS, big bar so big risk, prob SA, most should wait"
2016-1-21,20,"nested W but TC, bad SB, AIL, LPS"
2016-1-21,21,-
2016-1-21,22,-
2016-1-21,23,"4 cc bear bars, but small, still above 19 L and MA, TGTS. SW, then up"
2016-1-21,24,-
2016-1-21,25,-
2016-1-21,26,-
2016-1-21,27,BP B but big bear bar. Need swing stop.
2016-1-21,28,-
2016-1-21,29,-
2016-1-21,30,-
2016-1-21,31,"cc bull bar, MG or EG. Strong enough for 2LU, but still a prob TRD, so prob test of OOD and 60ma later in day, and poss C near OOD for DD"
2016-1-21,32,-
2016-1-21,33,-
2016-1-21,34,-
2016-1-21,35,-
2016-1-21,36,-
2016-1-21,37,-
2016-1-21,38,"W 2 20, W 72 20, top of bear ch, 2es, but TTR, LP S"
2016-1-21,39,-
2016-1-21,40,-
2016-1-21,41,-
2016-1-21,42,"H2 at MA, AIL, but TTR so prob scalp for test 38 LH"
2016-1-21,43,-
2016-1-21,44,"DH LH MTR, but TTRNS."
2016-1-21,45,-
2016-1-21,46,-
2016-1-21,47,"BO, more down to 60ma and poss OOD"
2016-1-21,48,-
2016-1-21,49,-
2016-1-21,50,"DB HL MTR at 6ma, but big bar, 5 bear bars, TGTB, STC for scalp"
2016-1-21,51,"ok S scalp, stop above 45"
2016-1-21,52,-
2016-1-21,53,-
2016-1-21,54,-
2016-1-21,55,-
2016-1-21,56,-
2016-1-21,57,"BO, test OOD, should bounce, but bulls need MDB"
2016-1-21,58,-
2016-1-21,59,-
2016-1-21,60,"H2 at OOD, but TC, prob MRV. TRD so should get above 49 L, but might test down 1 more time 1st. Less likely, will test LOD or HOD. More likely will enter TR around OOD and finish as TRD"
2016-1-21,61,-
2016-1-21,62,-
2016-1-21,63,"LH, DT 52, but strong reversal, BB around 60H"
2016-1-21,64,BP B but big bar at all 3 Mas. Prob SA and above 63. Ok swing B
2016-1-21,65,-
2016-1-21,66,-
2016-1-21,67,"L2, good bear bar, ok S, but prob scalp since TRD and prob will C around OOD to form DD"
2016-1-21,68,-
2016-1-21,69,-
2016-1-21,70,-
2016-1-21,71,"tri 64 68, 50% chance of profit so swing B or S, or wait"
2016-1-25,1,"I will be here for half of the day. DT 76 58, bear bar, ok swing S but TR more likely since within middle of Y TTR"
2016-1-25,2,"CC bear bars, AIS, but tails, TR likely"
2016-1-25,3,-
2016-1-25,4,"H2 69, HL 28, but 4 cc bear bars, prob SA for scalp. Poss LOD but TR more likely"
2016-1-25,5,-
2016-1-25,6,-
2016-1-25,7,"big bull bar just below MA, bears will STC, bulls need at least 1 more bull bar for AIL"
2016-1-25,8,"DT at MA, f BO HOD, good S SB, ok swing S for HOD, BOM"
2016-1-25,9,-
2016-1-25,10,"DB but big bar, big tail, just below MA, still AIS, LPB"
2016-1-25,11,-
2016-1-25,12,"Tri 1 8 below MA, good S SB 8, AIS, but TTR so only slightly Hr P for bears. BOM"
2016-1-25,13,-
2016-1-25,14,-
2016-1-25,15,-
2016-1-25,16,-
2016-1-25,17,"BP S, LOU TGTB, but bottom of bear ch and LOD so need WSS, poss BB"
2016-1-25,18,-
2016-1-25,19,-
2016-1-25,20,-
2016-1-25,21,-
2016-1-25,22,DB HL LOY but 11 bar bear MC so MRV
2016-1-25,23,-
2016-1-25,24,-
2016-1-25,25,-
2016-1-25,26,"DT 18 but 3 strong bull bars, BB"
2016-1-25,27,-
2016-1-25,28,HL but NEBM so MRV and more TR.
2016-1-25,29,-
2016-1-25,30,"DT 18, L2, still AIS, ok swing S but more LTR is more likely. I leave early today"
2016-1-27,1,"I will be here for half of the day. There is an FOMC report at 11 am. Most traders should wait until at least the close of the 22nd bar before entering. BO below 69, but at 60ma. F BO but bear body. Prob SA and more SW"
2016-1-27,2,-
2016-1-27,3,-
2016-1-27,4,"ORV at MA but doji after 2 bull bars, LP S, but ok swing"
2016-1-27,5,"tested above 4 L so bull scalpers made money with lim orders below 4 and at 1 C, and bear scalpers made money above 1 and 2. LOM so prob a lot of TR PA today."
2016-1-27,6,-
2016-1-27,7,"big bear BO, AIS"
2016-1-27,8,"bad FT, LP B, prob SA for 2LD"
2016-1-27,9,-
2016-1-27,10,"W 1 7, strong bull SB, ok swing B for poss lod but 8 bar bear MC so more likely MRV and SA"
2016-1-27,11,"DT 8, AIS, ok swing S but 2 bull bars, poss BB"
2016-1-27,12,-
2016-1-27,13,-
2016-1-27,14,"Big OU, FT, AIL, poss LOD, but bears will STC for bear ch. AIL, but TR likely so might fall below SP like 14 L 10 H"
2016-1-27,15,-
2016-1-27,16,-
2016-1-27,17,-
2016-1-27,18,"HL MTR, AIL, ok swing B, but more SW likely after BUBD"
2016-1-27,19,-
2016-1-27,20,-
2016-1-27,21,-
2016-1-27,22,"big bull bar, AIL, stop below 22 or 18 or 12. Might test HOD and 76 H"
2016-1-27,23,"W 8 15, W 11 15, but cc big bull bars, BB"
2016-1-27,24,"OU, MG 20 H, more up, BTC"
2016-1-27,25,-
2016-1-27,26,"big cc bull bars, BC, HOY, MMT, 1900, but still BTC. BX at RS so poss small PB soon"
2016-1-27,27,"3rd cc big bull bar in BX. Prob SW soon and poss into 11 am FOMC report. Stop Bg Cs, prob TR or TTR until report"
2016-1-27,28,"f BO BOY, big BX, but doji, SS2. TR likely soon"
2016-1-27,29,-
2016-1-27,30,"BP B, MMTA, but big BX so prob FF with SA at MMT. Bulls prob will mostly scalp, bears will S at TGT for scalp"
2016-1-27,31,-
2016-1-27,32,"BP B but bear bar, MW 28 31, CBX. Prob SA and 5 – 10 bar PB and TR soon maybe into FOMC report"
2016-1-28,1,"I will be here for half of the day. Big G up above 60ma and testing top of Y bear ch, but small bar, tail, BB SA"
2016-1-28,2,-
2016-1-28,3,"ORV at 60 ma but tail, bear bar 2, prob SA and more SW. poss LOD, ok swing B"
2016-1-28,4,"ORV MDV, ok swing B but LPB"
2016-1-28,5,-
2016-1-28,6,"F BO 60ma 2es, good S SB, ok swing S"
2016-1-28,7,"big bear BO, AIS"
2016-1-28,8,"FT, STC, but H2 at MA. Cc bear bars, poss MG, AIS, LPB, but poss LOD. BB2"
2016-1-28,9,-
2016-1-28,10,-
2016-1-28,11,-
2016-1-28,12,big bear bar late in bear at SP LOY so more likely EG than MG. prob TR soon for test MA and 11 L and 12 H
2016-1-28,13,-
2016-1-28,14,"PW 3 11, just above LOY, good bulbar, poss LOD, ok swing B, but more likely MRV and TR for about 10 bars. Odds favor test of MA and 12 H, but might get test down 1st"
2016-1-28,15,"BP S, but CC bull bars, PW SX, BB"
2016-1-28,16,-
2016-1-28,17,"L2 but big bar, TGTA, LP S"
2016-1-28,18,-
2016-1-28,19,"BO, FT, AIL, stop below 18 for test 60ma"
2016-1-28,20,-
2016-1-28,21,-
2016-1-28,22,"BP B but BX, tail, at 60ma, prob SA, then TR and test below 12 H and prob below 17 H. LP B"
2016-1-28,23,-
2016-1-28,24,"big bear bar, prob test below 17 H BOP, and poss below 18 bottom of bull BO. TRD"
2016-1-28,25,-
2016-1-28,26,-
2016-1-28,27,-
2016-1-28,28,"f BO 18, but 5 bear bars, prob SA, BB2. Limited down, SW soon, maybe L2 at MA"
2016-1-28,29,BP S but at SP 16 L so prob BB and prob TTR soon
2016-1-28,30,-
2016-1-28,31,-
2016-1-28,32,"L2 at MA but big bull 31, HL MTR 31, prob BB, LPS"
2016-1-28,33,-
2016-1-28,34,"W 29 31, but TC, poss bull BO and test 60ma"
2016-1-28,35,"big BO, more up 36 FT, more up"
2016-1-29,1,I will be here for half of the day. G up but doji. Prob BB near MA and SA near HLW. AIL
2016-1-29,2,-
2016-1-29,3,-
2016-1-29,4,poss MG
2016-1-29,5,-
2016-1-29,6,-
2016-1-29,7,-
2016-1-29,8,-
2016-1-29,9,"PW 5 7, but no big bear bodies, prob BB and SW. Prob SA. AIL bulls might exit below and wait. Ok swing S for HOD, but HPW for more 3 or more cc bear bars"
2016-1-29,10,-
2016-1-29,11,"f BO above PW, L2 9, ok swing S for poss HOD, but SW to MA more likely"
2016-1-29,12,-
2016-1-29,13,-
2016-1-29,14,"BP test HLW, good B SB, ok S for test HOD. 3 cc strong bear bars so SA but rally to 10 lacked strong bear bars so TR more likely than bear trend after PW top"
2016-1-29,15,-
2016-1-29,16,"LH but MRV, 3 bull bars, BB"
2016-1-29,17,-
2016-1-29,18,"DB 14 but big doji, middle of TR, LP B"
2016-1-29,19,-
2016-1-29,20,"LH MTR, but 3 bull bars. More likely more TR, but ok swing S"
2016-1-29,21,-
2016-1-29,22,-
2016-1-29,23,"HL above MA, AIL, but big bar in TTR so prob SA, and BB at MA"
2016-1-29,24,-
2016-1-29,25,-
2016-1-29,26,-
2016-1-29,27,"Tri, AIL, above MA, but doji, TTR so swing or wait"
2016-1-29,28,-
2016-1-29,29,"big BO, more up, but poss EG"
2016-10-3,1,"bear bar, G down, AIS but doji"
2016-10-3,2,"cc bear bars, prob at least a little more down, STC, SA"
2016-10-3,3,-
2016-10-3,4,-
2016-10-3,5,-
2016-10-3,6,"f BO LOY but 6 bar bear MC, SA and SA HOD."
2016-10-3,7,"DT 1 but big bull bar 7, TTR, BB"
2016-10-3,8,"f BO LOY MDB but middle of TTR. LOM, poss TTRD"
2016-10-3,9,-
2016-10-3,10,-
2016-10-3,11,-
2016-10-3,12,-
2016-10-3,13,-
2016-10-3,14,"BO and FT, but need BO above 60ma, else bears will STC of bull bars for scalps"
2016-10-3,15,-
2016-10-3,16,-
2016-10-3,17,"F BO MA and 60ma, W 1 7, bear bar, ok swing S for poss HOD, but prob BB and SW after 8 bar bull mc"
2016-10-3,18,-
2016-10-3,19,"3 cc bear bars with COL, SA, poss AIS, but HL and prob SW"
2016-10-3,20,"HL, DB 14, but 3 bear bars COL, SA"
2016-10-3,21,-
2016-10-3,22,-
2016-10-3,23,"H2 20 but just below MA, LPB"
2016-10-3,24,"L2 below MA, AIS, ok swing but middle of TRD so LPS"
2016-10-3,25,-
2016-10-3,26,"bear BO but TR so prob BTC, not MG"
2016-10-3,27,"HL MTR, W 20 22, DB 10, but just below MA, still AIS. Bears prob exit above"
2016-10-3,28,-
2016-10-3,29,-
2016-10-3,30,-
2016-10-3,31,"PB from 30 OU after LL MTR, but doji at ma so prob SA at MA"
2016-10-3,32,"DTBF 29 at ma but 3 bull bars, prob BB and SW, but ok swing S"
2016-10-3,33,-
2016-10-3,34,-
2016-10-3,35,-
2016-10-3,36,-
2016-10-3,37,"W 4 30, weak selloff, ok swing B for poss LOD and test 24 top of ch. Prob SA at ma. Bulls need BO"
2016-10-3,38,-
2016-10-3,39,-
2016-10-3,40,-
2016-10-3,41,-
2016-10-3,42,ma BO so STC. Bulls need FT for poss MMU 24 H
2016-10-3,43,"DTBF 32, ok S but prob BB and SW after W bottom"
2016-10-3,44,-
2016-10-3,45,-
2016-10-3,46,-
2016-10-3,47,-
2016-10-3,48,-
2016-10-3,49,-
2016-10-3,50,-
2016-10-3,51,-
2016-10-3,52,-
2016-10-3,53,"F BO DT 32 43, but top of TTR 30. Ok swing but LOM"
2016-10-3,54,-
2016-10-3,55,-
2016-10-3,56,"W 43 49, DT 24, but strong enough BO 56 and OOD magnet above so prob BB"
2016-10-3,57,-
2016-10-3,58,-
2016-10-3,59,-
2016-10-3,60,"DT 55, but TRD, doji, OO magnet above, BB, but might test 4 L"
2016-10-3,61,-
2016-10-3,62,-
2016-10-3,63,-
2016-10-3,64,-
2016-10-3,65,-
2016-10-3,66,"HL MTR, HSBm but big bar so SW sirst"
2016-10-3,67,-
2016-10-3,68,-
2016-10-3,69,-
2016-10-3,70,"L2 but 3 bull bars, BB"
2016-10-3,71,-
2016-10-3,72,-
2016-10-3,73,-
2016-10-3,74,BTC but tail at 60ma
2016-10-3,75,-
2016-10-3,76,"exit BTC below, but bulls might B again 1 – 2 pts down for scalp"
2016-10-4,1,"F BO HOY, W, but Y was TRD so LPS"
2016-10-4,2,"BP B but weak bull ch so SA 1. AIL, but LP B"
2016-10-4,3,-
2016-10-4,4,-
2016-10-4,5,f BO HOY 2es but dojis
2016-10-4,6,-
2016-10-4,7,-
2016-10-4,8,"BO, COL, AIS for test LOY"
2016-10-4,9,-
2016-10-4,10,"DB 45, DB 66, MDB, F BO LOY, but MRV, SA. Poss ORV LOD"
2016-10-4,11,-
2016-10-4,12,-
2016-10-4,13,"3 cc strong bull bars, AIL, BTC"
2016-10-4,14,-
2016-10-4,15,-
2016-10-4,16,"LH, F BO 60ma, but AIL, BB. LH so poss TRD and deep PB. Bulls need stop below 10. More likely, TTR. STC bears 10 will S below for test 10C but LP"
2016-10-4,17,-
2016-10-4,18,-
2016-10-4,19,"big bear bar, prob OD day"
2016-10-4,20,-
2016-10-4,21,-
2016-10-4,22,"C below LOY, poss MG, but more likely TRD, like most OD days"
2016-10-4,23,"F BO LOY, MDB 19, but prob AIS and LH. Btw"
2016-10-4,24,-
2016-10-4,25,-
2016-10-4,26,"LH, test 15 C, but prob BB"
2016-10-4,27,-
2016-10-4,28,-
2016-10-4,29,-
2016-10-4,30,"HL MTR but doji, big bars, many reversals, middle of TRD, btw"
2016-10-4,31,-
2016-10-4,32,-
2016-10-4,33,-
2016-10-4,34,-
2016-10-4,35,-
2016-10-4,36,-
2016-10-4,37,-
2016-10-4,38,-
2016-10-4,39,LH but doji
2016-10-4,40,-
2016-10-4,41,-
2016-10-4,42,-
2016-10-4,43,-
2016-10-4,44,"BO, STC"
2016-10-4,45,-
2016-10-4,46,f BO but SA
2016-10-4,47,-
2016-10-4,48,"CSX, good B SB, ok B for LOD but prob TTRD and LTR"
2016-10-4,49,-
2016-10-4,50,"DT 46 but 3 bull bars, BB, prob LTR and TTRD"
2016-10-4,51,-
2016-10-4,52,-
2016-10-4,53,-
2016-10-4,54,-
2016-10-4,55,-
2016-10-4,56,"L2, DTBF 46, ok swing S but prob BB and below LOD"
2016-10-4,57,-
2016-10-4,58,-
2016-10-4,59,-
2016-10-4,60,"LL MTR, F BO W 48, but bear body, just below MA"
2016-10-4,61,-
2016-10-4,62,"DT 56, MMTB, ok swing S, but prob BB LOD"
2016-10-4,63,-
2016-10-4,64,-
2016-10-4,65,-
2016-10-4,66,-
2016-10-4,67,"W 48 60, poss LOD but TC, TGTB"
2016-10-4,68,-
2016-10-4,69,-
2016-10-4,70,BP B for test top of W 56 H
2016-10-4,71,"AIL, but poss LTR"
2016-10-4,72,BTC for test 1t above 22L
2016-10-5,1,"Gap above 60ma, AIL, but small bar. Y was OD so today might test HOY and become ID"
2016-10-5,2,"cc bull bars, BB, BTC for test HOY and MMT. Small bars so prob TR soon"
2016-10-5,3,-
2016-10-5,4,"F BO 60ma, but doji, 3 bull bars BB"
2016-10-5,5,-
2016-10-5,6,-
2016-10-5,7,"OU, AIL, more up"
2016-10-5,8,-
2016-10-5,9,"f BO 60ma 2es but TC. Poss HOD, ok swing S, but SW more likely"
2016-10-5,10,"big bear EB but prob BB 7 since TR likely, BTC"
2016-10-5,11,"DB 7, AIL, but TR likely. Prob getting early HOD on test of HOY and poss ID"
2016-10-5,12,"big bull bar in TTR so STC, LOM. BOM"
2016-10-5,13,-
2016-10-5,14,-
2016-10-5,15,-
2016-10-5,16,-
2016-10-5,17,"H2 11 at ma, f BO LOD, still AIL but big bar in TTR"
2016-10-5,18,-
2016-10-5,19,-
2016-10-5,20,-
2016-10-5,21,"LH, top of TTR, but 4 bull bars, above MA, AIL, BB, but LOM, BOM"
2016-10-5,22,-
2016-10-5,23,"BP B, AIL, ok B but top of TTR"
2016-10-5,24,-
2016-10-5,25,-
2016-10-5,26,-
2016-10-5,27,-
2016-10-5,28,-
2016-10-5,29,-
2016-10-5,30,-
2016-10-5,31,-
2016-10-5,32,BO but C below 28. AIL but bull leg in TRD
2016-10-5,33,-
2016-10-5,34,"F BO, but bull body, still above MA, still AIL. Ok S for new LOD, but LP"
2016-10-5,35,-
2016-10-5,36,-
2016-10-5,37,-
2016-10-5,38,-
2016-10-5,39,-
2016-10-5,40,-
2016-10-5,41,-
2016-10-5,42,-
2016-10-5,43,-
2016-10-5,44,"FF but small bars, TTR, still above MA and AIL, btw"
2016-10-5,45,-
2016-10-5,46,-
2016-10-5,47,-
2016-10-5,48,"H2, AIL, ok B"
2016-10-5,49,-
2016-10-5,50,-
2016-10-5,51,-
2016-10-5,52,-
2016-10-5,53,-
2016-10-5,54,-
2016-10-5,55,"LH MTR but TTR, LPS. TRSV, and up more likely. Might get 3 – 5 bars BTC or STC"
2016-10-5,56,-
2016-10-5,57,-
2016-10-5,58,-
2016-10-5,59,-
2016-10-5,60,-
2016-10-5,61,-
2016-10-5,62,-
2016-10-5,63,-
2016-10-5,64,-
2016-10-5,65,-
2016-10-5,66,-
2016-10-5,67,-
2016-10-5,68,"FF top, DT LH HOY, ok swing S, but prob mostly SW for eod,"
2016-10-5,69,-
2016-10-5,70,"big bear bar, AIS, STC, but need FT, else more TTR"
2016-10-5,71,-
2016-10-5,72,-
2016-10-5,73,"F BO, 2BR, but 5 bear bars, AIS, room to 60ma, SA. Prob SW into EOD"
2016-10-6,1,"big bear bar, BO LOY, AIS"
2016-10-6,2,"bear body, STC, but doji so prob SW"
2016-10-6,3,"F BO LOY but small bull body, SA"
2016-10-6,4,-
2016-10-6,5,-
2016-10-6,6,"f BO LOY 2eb, but big bar so 50% chance of PB. TC, MRV. Ok B but still AIS and prob SW"
2016-10-6,7,-
2016-10-6,8,-
2016-10-6,9,"F BO 2eb, MRV, AIS"
2016-10-6,10,-
2016-10-6,11,-
2016-10-6,12,"L2 7 but 2 dojis, LOM"
2016-10-6,13,-
2016-10-6,14,"HL but MRV, LOM, tail"
2016-10-6,15,-
2016-10-6,16,-
2016-10-6,17,"bear flag, bear body, ok swing S, but TTRNS, more likely BB, even tho AIS. LOM, but bulls will give up below 13"
2016-10-6,18,-
2016-10-6,19,-
2016-10-6,20,-
2016-10-6,21,"FF, but tail, MMTB, prob SA, but ok swing B for LOD"
2016-10-6,22,-
2016-10-6,23,"3 cc bull bars, COH, bears will give up above"
2016-10-6,24,-
2016-10-6,25,"F BO, but AIL, BB, stop below 21. If TR, might get deep PB near 20 C. ok swing S but LP"
2016-10-6,26,"H1, AIL, ok B but poss more SW"
2016-10-6,27,-
2016-10-6,28,"big BO, more up, poss OU"
2016-10-6,29,-
2016-10-6,30,"H1, but BX at MMT, MDT 28, still AIL, but limited up and prob PB or SW soon"
2016-10-6,31,-
2016-10-6,32,"PW 25 29, LH, LBR made money, but doji, AIL, prob 5 – 10 bars TTR, 30% chance bear swing"
2016-10-6,33,-
2016-10-6,34,"DB 30, AIL, bull bar, but TTR, LBR made money above 30 and 29, prob LOM, so bulls need WSS"
2016-10-6,35,-
2016-10-6,36,-
2016-10-6,37,-
2016-10-6,38,-
2016-10-6,39,-
2016-10-6,40,"BP B, AIL, but TTRNS, LOM"
2016-10-6,41,-
2016-10-6,42,"DT LH MTR in TTR, ok swing S but more TTR likely, still AIL"
2016-10-6,43,-
2016-10-6,44,-
2016-10-6,45,-
2016-10-6,46,-
2016-10-6,47,"tri, bull bar, AIL, but prob scalp"
2016-10-6,48,-
2016-10-6,49,-
2016-10-6,50,-
2016-10-6,51,"20GB B, AIL, ok B but TRSV. Odds favor bulls"
2016-10-6,52,-
2016-10-6,53,-
2016-10-6,54,-
2016-10-6,55,-
2016-10-6,56,-
2016-10-6,57,-
2016-10-6,58,-
2016-10-6,59,-
2016-10-6,60,-
2016-10-6,61,-
2016-10-6,62,"f BO above TTR DT LH MTR, ok swing S, but prob more TTR"
2016-10-6,63,-
2016-10-6,64,-
2016-10-6,65,-
2016-10-6,66,"F bear BO but bear bar, still TTRNS, AIL. OOD in middle of day so still magnet for poss STC at EOD"
2016-10-6,67,-
2016-10-6,68,-
2016-10-6,69,-
2016-10-6,70,-
2016-10-6,71,"H2 66, AIL, but TTRNS"
2016-10-6,72,-
2016-10-6,73,"W 64 60, AIL, ok B, but OU, middle of TTR, poss PB below 74 EB"
2016-10-6,74,"DT 71, but AIL and WBLF, BB. Prob LOM EOD"
2016-10-7,1,F BO HOY but bottom of TTR at 60ma so bears need more
2016-10-7,2,"doji, lack of bull body, AIS, but still in TTR"
2016-10-7,3,"BO, more down"
2016-10-7,4,"cc big bars, poss SX and HL, ok to take profits"
2016-10-7,5,"big bull body, bears will exit"
2016-10-7,6,-
2016-10-7,7,-
2016-10-7,8,-
2016-10-7,9,"doji bear MA, stc, BDBU, TR likely. BB"
2016-10-7,10,-
2016-10-7,11,-
2016-10-7,12,-
2016-10-7,13,-
2016-10-7,14,"big bull bar but top of TTR at MA, prob BB"
2016-10-7,15,-
2016-10-7,16,-
2016-10-7,17,"DTBF, bear IB, ok S, but poss BB since still on 14 B"
2016-10-7,18,-
2016-10-7,19,-
2016-10-7,20,-
2016-10-7,21,-
2016-10-7,22,-
2016-10-7,23,"L2 at MA, but doji. Ok S"
2016-10-7,24,-
2016-10-7,25,"big bear BO, STC"
2016-10-7,26,-
2016-10-7,27,-
2016-10-7,28,-
2016-10-7,29,"F BO, MDB, bull bar, still STC but stop above 23 and poss bounce here"
2016-10-7,30,-
2016-10-7,31,"BP S, 3 bull bars after SX at L1=2 so BB and TR"
2016-10-7,32,-
2016-10-7,33,-
2016-10-7,34,"L2, AIS, but TTR, BB"
2016-10-7,35,-
2016-10-7,36,-
2016-10-7,37,-
2016-10-7,38,-
2016-10-7,39,"HL MTR but doji, TR more likely"
2016-10-7,40,-
2016-10-7,41,"F BO at MA, but strong enough BO so prob BB"
2016-10-7,42,-
2016-10-7,43,-
2016-10-7,44,-
2016-10-7,45,"L2 41 at MA, ok S but TTR and many bull bars with COH, poss BB then BO and test 5 L"
2016-10-7,46,-
2016-10-7,47,-
2016-10-7,48,"BO, BTC for test 60ma"
2016-10-7,49,-
2016-10-7,50,-
2016-10-7,51,-
2016-10-7,52,BP B but H1 at RS after BX so prob SA and TR. 2LT so ok S below but prob BB and TR
2016-10-7,53,-
2016-10-7,54,-
2016-10-7,55,-
2016-10-7,56,"H2, stop 3t below 31 H since might get more PB"
